id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
239008,2017,1,2017,2017,1,13306,Ukraine: Novorossiya,15100,Government of Ukraine - DPR,61,369.0,Government of Ukraine,6711,,DPR,3,"""Reuters News,2017-01-30,Ukraine says more soldiers killed in deadliest clashes in weeks"";""Agence France Presse,2017-01-30,Six killed in surge of Ukraine fighting"";""Agence France Presse,2017-01-30,Deadly fighting surges in Ukraine despite truce""",Reuters News;Agence France Presse;Agence France Presse,2017-01-30;2017-01-30;2017-01-30,Ukraine says more soldiers killed in deadliest clashes in weeks;Six killed in surge of Ukraine fighting;Deadly fighting surges in Ukraine despite truce,Military source,1,Avdiivka town,Donetsk Oblast,Avdiivka City Municipality,48.145278,37.745,POINT (37.745000 48.145278),199156,Ukraine,369,UKR,Europe,1,1,2017-01-30,2017-01-30,2,2,0,1,5,5,5
155052,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,1,"""Xinhua News Agency,2014-08-15,Death toll rises as fighting intensifies in E. Ukraine""",Xinhua News Agency,2014-08-15,Death toll rises as fighting intensifies in E. Ukraine,Ukrainian National Security and Defense Council,1,Donetsk town,Donetsk Oblast,Donetsk City Municipality,48.0,37.805278,POINT (37.805278 48.000000),199156,Ukraine,369,UKR,Europe,1,2,2014-08-14,2014-08-15,2,0,0,0,1,2,2
155412,2014,1,2014,2014,1,13306,Ukraine: Novorossiya,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,369.0,Government of Ukraine,5914,,United Armed Forces of Novorossiya,1,"""Xinhua News Agency,2014-10-30,9 dead in eastern Ukraine confrontation in last 24 hours""",Xinhua News Agency,2014-10-30,9 dead in eastern Ukraine confrontation in last 24 hours,municipal authorities in Donetsk,1,Donetsk town,Donetsk Oblast,Donetsk City Municipality,48.0,37.805278,POINT (37.805278 48.000000),199156,Ukraine,369,UKR,Europe,1,1,2014-10-30,2014-10-30,0,0,1,0,1,1,1
204791,2015,1,2015,2015,1,13306,Ukraine: Novorossiya,15100,Government of Ukraine - DPR,61,369.0,Government of Ukraine,6711,,DPR,1,"""Agence France Presse,2015-06-13,Six Ukraine soldiers killed in separatist east: Kiev""",Agence France Presse,2015-06-13,Six Ukraine soldiers killed in separatist east: Kiev,Chief military spokesman (Ukraine) Andriy Lysenko,2,Donetsk town,Donetsk Oblast,Donetsk City Municipality,48.0,37.805278,POINT (37.805278 48.000000),199156,Ukraine,369,UKR,Europe,1,2,2015-06-12,2015-06-13,6,0,0,0,6,6,6
246810,2017,1,2017,2017,1,13306,Ukraine: Novorossiya,15100,Government of Ukraine - DPR,61,369.0,Government of Ukraine,6711,,DPR,1,"""International Crisis Group,2017-09-01,CrisisWatch August 2017 - Ukraine""",International Crisis Group,2017-09-01,CrisisWatch August 2017 - Ukraine,"ICG, LiveMap",4,Donetsk Oblast,Donetsk Oblast,,48.14,37.74,POINT (37.740000 48.140000),199156,Ukraine,369,UKR,Europe,1,2,2017-07-29,2017-07-30,1,0,0,0,1,1,1
246705,2017,1,2017,2017,1,13306,Ukraine: Novorossiya,15100,Government of Ukraine - DPR,61,369.0,Government of Ukraine,6711,,DPR,1,"""World Service Wire,2017-10-27,Civilian killed in DPR in shelling by Ukrainian troops - JCCC""",World Service Wire,2017-10-27,Civilian killed in DPR in shelling by Ukrainian troops - JCCC,DPR’s representative to the Joint Center for Control and Coordination (JCCC),1,Trudivske village,Donetsk Oblast,Volnovakha Raion,47.588242,37.656933,POINT (37.656933 47.588242),198436,Ukraine,369,UKR,Europe,1,1,2017-10-27,2017-10-27,0,0,1,0,1,1,1
248949,2017,1,2017,2017,1,13306,Ukraine: Novorossiya,15100,Government of Ukraine - DPR,61,369.0,Government of Ukraine,6711,,DPR,3,"""Agence France Presse,2017-12-09,Four Ukraine soldiers killed in rebel east"";""Agence France Presse,2017-12-09,Fighting kills five in Ukraine's separatist east"";""World Service Wire,2017-12-09,Donetsk militiaman killed in shelling by Ukrainian troops""",Agence France Presse;Agence France Presse;World Service Wire,2017-12-09;2017-12-09;2017-12-09,Four Ukraine soldiers killed in rebel east;Fighting kills five in Ukraine's separatist east;Donetsk militiaman killed in shelling by Ukrainian troops,"Ukraine military, DPR military spokesman Eduard Basurin",2,Donetsk town,Donetsk Oblast,Donetsk City Municipality,48.0,37.805278,POINT (37.805278 48.000000),199156,Ukraine,369,UKR,Europe,1,2,2017-12-07,2017-12-09,4,1,0,0,5,5,5
258293,2018,1,2018,2018,1,13306,Ukraine: Novorossiya,15100,Government of Ukraine - DPR,61,369.0,Government of Ukraine,6711,,DPR,1,"""Office of the United Nations High Commissioner for Human Rights,2018-06-20,Report on the human rights situation in Ukraine 16 February to 15 May 2018""",Office of the United Nations High Commissioner for Human Rights,2018-06-20,Report on the human rights situation in Ukraine 16 February to 15 May 2018,OHCHR,4,Donetsk Oblast,Donetsk Oblast,,48.14,37.74,POINT (37.740000 48.140000),199156,Ukraine,369,UKR,Europe,2,5,2018-02-16,2018-05-15,0,0,2,0,2,2,2
275275,2018,1,2018,2018,1,13306,Ukraine: Novorossiya,15100,Government of Ukraine - DPR,61,369.0,Government of Ukraine,6711,,DPR,1,"""Joint Forces Operation,2018-10-28,-""",Joint Forces Operation,2018-10-28,-,JFO ,5,Donets Basin Area,,,48.15,38.65,POINT (38.650000 48.150000),199158,Ukraine,369,UKR,Europe,1,1,2018-10-27,2018-10-27,1,0,0,0,0,1,1
275285,2018,1,2018,2018,1,13306,Ukraine: Novorossiya,15100,Government of Ukraine - DPR,61,369.0,Government of Ukraine,6711,,DPR,1,"""Joint Forces Operation,2018-12-14,-""",Joint Forces Operation,2018-12-14,-,JFO ,5,Donets Basin Area,,,48.15,38.65,POINT (38.650000 48.150000),199158,Ukraine,369,UKR,Europe,1,1,2018-12-13,2018-12-13,1,0,0,0,0,1,1
155112,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,3,"""Xinhua News Agency,2014-09-02,15 government troops killed in latest clashes in E Ukraine"";""Reuters News,2014-09-02,Fifteen more Ukrainian soldiers killed in fighting - Kiev military"";""ITAR-TASS World Service,2014-09-01,Militia inflicts heavy losses on Ukrainian troops in battle for Mariupol""",Xinhua News Agency;Reuters News;ITAR-TASS World Service,2014-09-02;2014-09-02;2014-09-01,15 government troops killed in latest clashes in E Ukraine;Fifteen more Ukrainian soldiers killed in fighting - Kiev military;Militia inflicts heavy losses on Ukrainian troops in battle for Mariupol,"army, rebels",2,Mariupol town,Donetsk Oblast,Mariupol City Municipality,47.095833,37.549444,POINT (37.549444 47.095833),197716,Ukraine,369,UKR,Europe,1,1,2014-09-01,2014-09-01,15,0,0,35,50,50,50
233437,2016,1,2016,2016,1,13306,Ukraine: Novorossiya,15100,Government of Ukraine - DPR,61,369.0,Government of Ukraine,6711,,DPR,1,"""TASS World Service,2016-08-03,One DPR militia fighter killed, two civilians injured in Ukrainian forces’ shelling attack""",TASS World Service,2016-08-03,"One DPR militia fighter killed, two civilians injured in Ukrainian forces’ shelling attack",spokesman for the DPR operational rebel command Eduard Basurin,4,Donetsk Oblast,Donetsk Oblast,,48.14,37.74,POINT (37.740000 48.140000),199156,Ukraine,369,UKR,Europe,1,2,2016-08-02,2016-08-03,0,1,0,0,1,1,1
246428,2017,1,2017,2017,1,13306,Ukraine: Novorossiya,15100,Government of Ukraine - DPR,61,369.0,Government of Ukraine,6711,,DPR,1,"""World Service Wire,2017-07-15,Militia member killed in Kiev forces’ shelling of Donetsk republic""",World Service Wire,2017-07-15,Militia member killed in Kiev forces’ shelling of Donetsk republic,spokesman for the DPR operation command,4,Donetsk Oblast,Donetsk Oblast,,48.14,37.74,POINT (37.740000 48.140000),199156,Ukraine,369,UKR,Europe,1,1,2017-07-14,2017-07-14,0,1,0,0,1,1,1
246818,2017,1,2017,2017,1,13306,Ukraine: Novorossiya,15101,Government of Ukraine - LPR,61,369.0,Government of Ukraine,6712,,LPR,1,"""International Crisis Group,2017-10-01,CrisisWatch September 2017 - Ukraine""",International Crisis Group,2017-10-01,CrisisWatch September 2017 - Ukraine,,1,Stanytsia Luhanska village,Luhansk Oblast,Luhansk City Municipality,48.694329,39.453292,POINT (39.453292 48.694329),199879,Ukraine,369,UKR,Europe,1,1,2017-07-28,2017-07-28,2,0,0,0,2,2,2
147997,2014,1,2014,2014,1,13219,Ukraine: Government,14085,Government of Ukraine - Maidan,61,369.0,Government of Ukraine,5817,,Maidan,5,"""Agence France Presse,2014-01-22,Police disperse Kiev protest, activists say one shot dead"";""Agence France Presse,2014-01-22,Two activists shot dead during Ukraine protests: prosecutors sjw/ma/dh"";""Agence France Presse,2014-01-22,Two shot dead as Ukraine police storm Kiev protest"";""Agence France Presse,2014-01-22,Five dead as Ukraine police launch assault on protesters"";""Agence France Presse,2014-01-25,One more Ukrainian protester dies of wounds in hospital: official""",Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse,2014-01-22;2014-01-22;2014-01-22;2014-01-22;2014-01-25,"Police disperse Kiev protest, activists say one shot dead;Two activists shot dead during Ukraine protests: prosecutors sjw/ma/dh;Two shot dead as Ukraine police storm Kiev protest;Five dead as Ukraine police launch assault on protesters;One more Ukrainian protester dies of wounds in hospital: official","Maidan protesters, General Prosecutor of Ukraine",1,Kiev city,Kiev Special Republican City,,50.45,30.52333,POINT (30.523330 50.450000),202022,Ukraine,369,UKR,Europe,1,1,2014-01-22,2014-01-22,0,5,0,0,5,5,5
149221,2014,1,2014,2014,1,13219,Ukraine: Government,14085,Government of Ukraine - Maidan,61,369.0,Government of Ukraine,5817,,Maidan,1,"""Reuters News,2014-01-27,Dead man found hanging on Kiev's Independence Square - police""",Reuters News,2014-01-27,Dead man found hanging on Kiev's Independence Square - police, Ukrainian police,1,Kiev city,Kiev Special Republican City,,50.45,30.52333,POINT (30.523330 50.450000),202022,Ukraine,369,UKR,Europe,1,1,2014-01-27,2014-01-27,0,0,0,1,1,1,1
271130,2018,1,2018,2018,1,13306,Ukraine: Novorossiya,15100,Government of Ukraine - DPR,61,369.0,Government of Ukraine,6711,,DPR,1,"""World Service Wire,2018-10-22,Four DPR servicemen killed in shelling by Ukrainian troops over past day - DPR’s defense ministry""",World Service Wire,2018-10-22,Four DPR servicemen killed in shelling by Ukrainian troops over past day - DPR’s defense ministry,"Daniil Bezsonov, a spokesman for the DPR’s defense ministry",4,Donetsk Oblast,Donetsk Oblast,,48.14,37.74,POINT (37.740000 48.140000),199156,Ukraine,369,UKR,Europe,1,1,2018-10-21,2018-10-21,0,3,0,0,3,3,3
149248,2014,1,2014,2014,1,13219,Ukraine: Government,14085,Government of Ukraine - Maidan,61,369.0,Government of Ukraine,5817,,Maidan,9,"""Reuters News,2014-02-18,UKRAINE PARLIAMENTARY DEPUTY SAYS ON FACEBOOK THAT THREE DEAD BODIES OF PROTESTERS ARE IN A BUILDING CLOSE TO PARLIAMENT"";""Reuters Pictures,2014-02-19,A wounded person lies on the ground after clashes in central Kiev"";""Reuters News,2014-02-18,Ukraine police battle protesters after nation's bloodiest day"";""Agence France Presse,2014-02-19,Four protesters killed in police assault on Kiev camp: opposition"";""Associated Press Newswires,2014-02-19,Biden urges Ukraine gov't to show restraint"";""Reuters News,2014-02-20,WRAPUP 2-Ukraine president agrees truce with opponents as U.S. imposes visa bans"";""Reuters News,2014-02-19,Ukraine must keep its military away from protests, Pentagon says"";""Agence France Presse,2014-02-19,Two days of bloody unrest in Ukraine"";""Agence France Presse,2014-02-19,Two days of bloody unrest in Ukraine""",Reuters News;Reuters Pictures;Reuters News;Agence France Presse;Associated Press Newswires;Reuters News;Reuters News;Agence France Presse;Agence France Presse,2014-02-18;2014-02-19;2014-02-18;2014-02-19;2014-02-19;2014-02-20;2014-02-19;2014-02-19;2014-02-19,"UKRAINE PARLIAMENTARY DEPUTY SAYS ON FACEBOOK THAT THREE DEAD BODIES OF PROTESTERS ARE IN A BUILDING CLOSE TO PARLIAMENT;A wounded person lies on the ground after clashes in central Kiev;Ukraine police battle protesters after nation's bloodiest day;Four protesters killed in police assault on Kiev camp: opposition;Biden urges Ukraine gov't to show restraint;WRAPUP 2-Ukraine president agrees truce with opponents as U.S. imposes visa bans;Ukraine must keep its military away from protests, Pentagon says;Two days of bloody unrest in Ukraine;Two days of bloody unrest in Ukraine","Maidan representatives, police, news correspondents reporting from the site of the events, officials",1,Kiev city,Kiev Special Republican City,,50.45,30.52333,POINT (30.523330 50.450000),202022,Ukraine,369,UKR,Europe,1,1,2014-02-18,2014-02-18,10,4,0,12,26,26,26
149249,2014,1,2014,2014,1,13219,Ukraine: Government,14085,Government of Ukraine - Maidan,61,369.0,Government of Ukraine,5817,,Maidan,1,"""Agence France Presse,2014-02-20,Ukraine death toll rises to 28: ministry""",Agence France Presse,2014-02-20,Ukraine death toll rises to 28: ministry,Ukraine's health ministry,1,Kiev city,Kiev Special Republican City,,50.45,30.52333,POINT (30.523330 50.450000),202022,Ukraine,369,UKR,Europe,2,2,2014-02-18,2014-02-20,0,0,0,2,2,2,2
149251,2014,1,2014,2014,1,13219,Ukraine: Government,14085,Government of Ukraine - Maidan,61,369.0,Government of Ukraine,5817,,Maidan,1,"""Reuters News,2014-02-22,WRAPUP 9-Ukraine parliament removes Yanukovich, who flees Kiev in ""coup""""",Reuters News,2014-02-22,"WRAPUP 9-Ukraine parliament removes Yanukovich, who flees Kiev in ""coup""",,1,Kiev city,Kiev Special Republican City,,50.45,30.52333,POINT (30.523330 50.450000),202022,Ukraine,369,UKR,Europe,2,2,2014-02-18,2014-02-21,0,0,0,6,6,6,6
149250,2014,1,2014,2014,1,13219,Ukraine: Government,14085,Government of Ukraine - Maidan,61,369.0,Government of Ukraine,5817,,Maidan,8,"""Agence France Presse,2014-02-21,Ukraine rivals sign deal to end crisis"";""Agence France Presse,2014-02-21,Three days of deadly unrest in Ukraine"";""ITAR-TASS World Service,2014-02-20,Two police commandoes die in fire at riot police base in Ukraine’s Lvov"";""Agence France Presse,2014-02-20,At least 67 killed in this week's Kiev clashes: authorities"";""Agence France Presse,2014-02-20,Dozens dead on Ukraine's deadliest day"";""Reuters News,2014-02-20,WRAPUP 9-Ukraine truce shattered, death toll hits 67"";""ITAR-TASS World Service,2014-02-20,WRAP: Death toll in Kiev clashes rises to 35 - Ukraine Health Ministry"";""BBC News,2014-04-03,Special police shot Kiev protesters, inquiry says""",Agence France Presse;Agence France Presse;ITAR-TASS World Service;Agence France Presse;Agence France Presse;Reuters News;ITAR-TASS World Service;BBC News,2014-02-21;2014-02-21;2014-02-20;2014-02-20;2014-02-20;2014-02-20;2014-02-20;2014-04-03,"Ukraine rivals sign deal to end crisis;Three days of deadly unrest in Ukraine;Two police commandoes die in fire at riot police base in Ukraine’s Lvov;At least 67 killed in this week's Kiev clashes: authorities;Dozens dead on Ukraine's deadliest day;WRAPUP 9-Ukraine truce shattered, death toll hits 67;WRAP: Death toll in Kiev clashes rises to 35 - Ukraine Health Ministry;Special police shot Kiev protesters, inquiry says","Maidan, police, city hall, reporters transmitting from the site, Ministry of health, new authorities",1,Kiev city,Kiev Special Republican City,,50.45,30.52333,POINT (30.523330 50.450000),202022,Ukraine,369,UKR,Europe,1,1,2014-02-20,2014-02-20,2,46,0,0,48,48,67
149866,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,2,"""Reuters News,2014-04-13,One Ukrainian state security officer killed, 5 others wounded - interior minister"";""Agence France Presse,2014-04-13,Ukraine in bloody battle to oust pro-Russian gunmen""",Reuters News;Agence France Presse,2014-04-13;2014-04-13,"One Ukrainian state security officer killed, 5 others wounded - interior minister;Ukraine in bloody battle to oust pro-Russian gunmen",Ukraine interior minister,1,Sloviansk town,Donetsk Oblast,Sloviansk Raion,48.853333,37.625,POINT (37.625000 48.853333),199876,Ukraine,369,UKR,Europe,1,1,2014-04-12,2014-04-12,1,2,0,0,3,3,3
155086,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,1,"""UN,2014-08-17,Office of the United Nations High Commissioner for Human Rights""",UN,2014-08-17,Office of the United Nations High Commissioner for Human Rights,UN quoting medical authorities,4,Donetsk Oblast,Donetsk Oblast,,48.14,37.74,POINT (37.740000 48.140000),199156,Ukraine,369,UKR,Europe,2,5,2014-04-12,2014-08-17,0,0,0,228,35,228,35
149868,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,1,"""Agence France Presse,2014-04-13,Ukraine in bloody battle to oust pro-Russian gunmen""",Agence France Presse,2014-04-13,Ukraine in bloody battle to oust pro-Russian gunmen,Donetsk People's Republic spokesmen,5,M03 road between Sloviansk and Artemivsk town,Donetsk Oblast,,48.776492,37.778737,POINT (37.778737 48.776492),199876,Ukraine,369,UKR,Europe,1,1,2014-04-13,2014-04-13,0,0,0,1,1,1,1
149879,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,2,"""Kyiv Post,2014-04-16,Ukrainian troops in control of Donetsk Oblast's Kramatorsk airfield, Ukrainian deputy prime minister says several hundred Russian troops in Ukraine"";""Reuters News,2014-04-17,Casualty numbers used as a weapon in Ukraine crisis""",Kyiv Post;Reuters News,2014-04-16;2014-04-17,"Ukrainian troops in control of Donetsk Oblast's Kramatorsk airfield, Ukrainian deputy prime minister says several hundred Russian troops in Ukraine;Casualty numbers used as a weapon in Ukraine crisis","Hospital officials, Russian officials, Ukrainian officials, insurgents",1,Kramatorsk Airfield,Donetsk Oblast,Kramatorsk Raion,48.7067,37.6302,POINT (37.630200 48.706700),199876,Ukraine,369,UKR,Europe,1,1,2014-04-16,2014-04-16,0,0,0,0,0,0,4
149876,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,3,"""Agence France Presse,2014-04-17,Ukraine troops kill 3 assailants storming eastern base"";""Agence France Presse,2014-04-17,Ukraine troops kill pro-Russia militants ahead of key talks"";""Reuters News,2014-04-17,Casualty numbers used as a weapon in Ukraine crisis""",Agence France Presse;Agence France Presse;Reuters News,2014-04-17;2014-04-17;2014-04-17,Ukraine troops kill 3 assailants storming eastern base;Ukraine troops kill pro-Russia militants ahead of key talks;Casualty numbers used as a weapon in Ukraine crisis,Interior Minister Arsen Avakov,1,Mariupol town,Donetsk Oblast,Mariupol City Municipality,47.095833,37.549444,POINT (37.549444 47.095833),197716,Ukraine,369,UKR,Europe,1,2,2014-04-16,2014-04-17,0,3,0,0,3,3,3
149973,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,2,"""Agence France Presse,2014-04-20,Gunbattle in eastern Ukraine kills four: separatist leader"";""Agence France Presse,2014-04-20,Gunbattle in eastern Ukraine kills four: local leader""",Agence France Presse;Agence France Presse,2014-04-20;2014-04-20,Gunbattle in eastern Ukraine kills four: separatist leader;Gunbattle in eastern Ukraine kills four: local leader,"Vyatcheslav Ponomarev, local pro-Russian leader",2,Sloviansk town,Donetsk Oblast,Sloviansk Raion,48.853333,37.625,POINT (37.625000 48.853333),199876,Ukraine,369,UKR,Europe,1,1,2014-04-20,2014-04-20,1,3,0,0,4,4,4
152957,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,10,"""Agence France Presse,2014-04-24,One killed in Ukraine army assault on rebel-held Slavyansk: officials"";""Agence France Presse,2014-04-24,'Up to five' rebels killed in Slavyansk: Ukraine ministry"";""Agence France Presse,2014-04-24,'Up to five' killed in Ukraine assault on rebel-held towns"";""Agence France Presse,2014-04-24,Up to 5 killed as Ukraine army attacks rebels in flashpoint town"";""Reuters News,2014-04-24,Ukraine forces kill several separatists in Slaviansk operation"";""Reuters News,2014-04-24,UPDATE 2-Ukraine forces say kill separatists in Slaviansk operation"";""Agence France Presse,2014-04-24,Ukraine launches deadly assault on rebel-held towns"";""ITAR-TASS World Service,2014-04-24,At least one killed as Kiev troops launch attack on Ukraine’s Slavyansk"";""Reuters News,2014-04-24,Reuters World News Summary"";""Voice of Russia,2015-04-24,Kiev resumes special operation in Slavyansk: 5 activists dead, one policeman injured""",Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;Reuters News;Reuters News;Agence France Presse;ITAR-TASS World Service;Reuters News;Voice of Russia,2014-04-24;2014-04-24;2014-04-24;2014-04-24;2014-04-24;2014-04-24;2014-04-24;2014-04-24;2014-04-24;2015-04-24,"One killed in Ukraine army assault on rebel-held Slavyansk: officials;'Up to five' rebels killed in Slavyansk: Ukraine ministry;'Up to five' killed in Ukraine assault on rebel-held towns;Up to 5 killed as Ukraine army attacks rebels in flashpoint town;Ukraine forces kill several separatists in Slaviansk operation;UPDATE 2-Ukraine forces say kill separatists in Slaviansk operation;Ukraine launches deadly assault on rebel-held towns;At least one killed as Kiev troops launch attack on Ukraine’s Slavyansk;Reuters World News Summary;Kiev resumes special operation in Slavyansk: 5 activists dead, one policeman injured","medical authorities, rebels, Ukrainian army",1,Sloviansk town,Donetsk Oblast,Sloviansk Raion,48.853333,37.625,POINT (37.625000 48.853333),199876,Ukraine,369,UKR,Europe,1,1,2014-04-24,2014-04-24,0,5,0,0,5,5,5
153022,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,1,"""Agence France Presse,2014-05-02,Kiev ups Slavyansk toll to 2 helicopters downed, 2 servicemen killed""",Agence France Presse,2014-05-02,"Kiev ups Slavyansk toll to 2 helicopters downed, 2 servicemen killed",Ukraine's defence ministry,1,Sloviansk town,Donetsk Oblast,Sloviansk Raion,48.853333,37.625,POINT (37.625000 48.853333),199876,Ukraine,369,UKR,Europe,1,1,2014-05-01,2014-05-01,2,0,0,0,2,2,2
153019,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,2,"""Agence France Presse,2014-05-02,Helicopter shot down, pilot killed near Slavyansk: Kiev"";""Xinhua News Agency,2014-05-02,Urgent: Helicopter shot down in east Ukrainian city, pilot killed""",Agence France Presse;Xinhua News Agency,2014-05-02;2014-05-02,"Helicopter shot down, pilot killed near Slavyansk: Kiev;Urgent: Helicopter shot down in east Ukrainian city, pilot killed",Ukraine Interior Minister Arsen Avakov,2,Sloviansk town,Donetsk Oblast,Sloviansk Raion,48.853333,37.625,POINT (37.625000 48.853333),199876,Ukraine,369,UKR,Europe,1,1,2014-05-02,2014-05-02,1,0,0,0,1,1,1
153027,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,2,"""Agence France Presse,2014-05-02,Many rebels dead in Ukraine offensive: interim president"";""Agence France Presse,2014-05-02,3 rebels, 2 civilians killed in Ukraine assault on Slavyansk: insurgents""",Agence France Presse;Agence France Presse,2014-05-02;2014-05-02,"Many rebels dead in Ukraine offensive: interim president;3 rebels, 2 civilians killed in Ukraine assault on Slavyansk: insurgents","rebel spokesman, Ukraine's interim president",1,Sloviansk town,Donetsk Oblast,Sloviansk Raion,48.853333,37.625,POINT (37.625000 48.853333),199876,Ukraine,369,UKR,Europe,1,1,2014-05-02,2014-05-02,0,3,2,0,5,5,5
153030,2014,1,2014,2014,2,13240,Supporters of independence for Eastern Ukraine - Supporters of Ukrainian unity,14113,Supporters of independence for Eastern Ukraine - Supporters of Ukrainian unity,5837,,Supporters of independence for Eastern Ukraine,5836,,Supporters of Ukrainian unity,4,"""Agence France Presse,2014-05-02,Death toll from Odessa violence rises to 3: police"";""Office of the United Nations High Commissioner for Human Rights,2014-06-15,Report on the human rights situation in Ukraine 15 June 2014"";""BBC,2014-05-06,How did Odessa's fire happen?"";""Reuters News,2014-05-03,FACTBOX-Ukraine says groups from Moldova's Transdniestria stir unrest in Odessa""",Agence France Presse;Office of the United Nations High Commissioner for Human Rights;BBC;Reuters News,2014-05-02;2014-06-15;2014-05-06;2014-05-03,Death toll from Odessa violence rises to 3: police;Report on the human rights situation in Ukraine 15 June 2014;How did Odessa's fire happen?;FACTBOX-Ukraine says groups from Moldova's Transdniestria stir unrest in Odessa,Ukrainian authorities,1,Odessa town,Odessa Oblast,Odessa City Municipality,46.466667,30.733333,POINT (30.733333 46.466667),196262,Ukraine,369,UKR,Europe,1,1,2014-05-02,2014-05-02,0,0,0,45,45,45,45
153037,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,1,"""Agence France Presse,2014-05-02,Two Ukrainian soldiers die in renewed fighting near Slavyansk: Kiev""",Agence France Presse,2014-05-02,Two Ukrainian soldiers die in renewed fighting near Slavyansk: Kiev,Ukraine defence ministry,2,Sloviansk town,Donetsk Oblast,Sloviansk Raion,48.853333,37.625,POINT (37.625000 48.853333),199876,Ukraine,369,UKR,Europe,1,1,2014-05-02,2014-05-02,2,0,0,0,2,2,2
153143,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,3,"""Agence France Presse,2014-05-04,Ukraine expands 'anti-terrorism' op against pro-Russians"";""Agence France Presse,2014-05-04,Fierce battles in Ukraine; OSCE team freed"";""Agence France Presse,2014-05-04,Odessa violence flares anew as Kiev blames deaths on Russia""",Agence France Presse;Agence France Presse;Agence France Presse,2014-05-04;2014-05-04;2014-05-04,Ukraine expands 'anti-terrorism' op against pro-Russians;Fierce battles in Ukraine; OSCE team freed;Odessa violence flares anew as Kiev blames deaths on Russia,"AFP journalists on the ground, acting as eyewitnesses; media, Ukrainain authorities",2,Sloviansk town,Donetsk Oblast,Sloviansk Raion,48.853333,37.625,POINT (37.625000 48.853333),199876,Ukraine,369,UKR,Europe,1,1,2014-05-03,2014-05-03,5,0,0,5,10,10,10
153149,2014,1,2014,2014,1,13246,Ukraine: Donetsk,14124,Government of Ukraine - DPR,61,369.0,Government of Ukraine,5840,,DPR,1,"""ITAR-TASS World Service,2014-05-03,ITAR-TASS news digest for May 3""",ITAR-TASS World Service,2014-05-03,ITAR-TASS news digest for May 3,RIA Novosti,1,Andreyevka village,Donetsk Oblast,Sloviansk Raion,48.817931,37.551012,POINT (37.551012 48.817931),199876,Ukraine,369,UKR,Europe,1,1,2014-05-03,2014-05-03,0,0,0,0,0,0,10
